setting,forget_token_overlap_with_retain_basis
independent,0.5832147598266602
independent,0.642926037311554
independent,0.5742883682250977
independent,0.6098915338516235
independent,0.6665700078010559
independent,0.5903648734092712
independent,0.5492669939994812
independent,0.5862463712692261
independent,0.5410662293434143
independent,0.5959073901176453
independent,0.6361891627311707
independent,0.5981919169425964
independent,0.5668159127235413
independent,0.5686257481575012
independent,0.5855298042297363
independent,0.5302602052688599
independent,0.6105087399482727
independent,0.5507931113243103
independent,0.5664134621620178
independent,0.5369774699211121
independent,0.567010760307312
independent,0.6554490327835083
independent,0.5466291308403015
independent,0.6184478998184204
independent,0.5251632332801819
independent,0.5364020466804504
independent,0.5742194056510925
independent,0.581369936466217
independent,0.5883018374443054
independent,0.5593487024307251
independent,0.5206850171089172
independent,0.5728893876075745
independent,0.5999801754951477
independent,0.5351076126098633
independent,0.6004318594932556
independent,0.5854148268699646
independent,0.6409949660301208
independent,0.6569082736968994
independent,0.5530678629875183
independent,0.5802564024925232
independent,0.5365405082702637
independent,0.6148460507392883
independent,0.6177356839179993
independent,0.5266671180725098
independent,0.5344231724739075
independent,0.6987196207046509
independent,0.6014330387115479
independent,0.6044091582298279
independent,0.6128890514373779
independent,0.5840976238250732
independent,0.6237176060676575
independent,0.5277238488197327
independent,0.567701518535614
independent,0.5525844693183899
independent,0.5818217396736145
independent,0.6065505743026733
independent,0.638670802116394
independent,0.5678472518920898
independent,0.5889428853988647
independent,0.6453324556350708
independent,0.5641875267028809
independent,0.6184282898902893
independent,0.6485902667045593
independent,0.6833370327949524
independent,0.6160775423049927
independent,0.5403892397880554
independent,0.48186036944389343
independent,0.5395270586013794
independent,0.5241315364837646
independent,0.6013574600219727
independent,0.4941406846046448
independent,0.6799542903900146
independent,0.5727852582931519
independent,0.5379217267036438
independent,0.5079198479652405
independent,0.5189872980117798
independent,0.588692307472229
independent,0.6555576324462891
independent,0.5735360383987427
independent,0.5704160928726196
independent,0.6209557056427002
independent,0.6049037575721741
independent,0.5709771513938904
independent,0.6726834774017334
independent,0.5965655446052551
independent,0.612704873085022
coupled,0.6349746584892273
coupled,0.7264844179153442
coupled,0.6775252819061279
coupled,0.7191205024719238
coupled,0.7252023816108704
coupled,0.6823155283927917
coupled,0.7254030704498291
coupled,0.7036105394363403
coupled,0.7402517199516296
coupled,0.7506304979324341
coupled,0.7541914582252502
coupled,0.7092306613922119
coupled,0.6819050908088684
coupled,0.6788256168365479
coupled,0.7622450590133667
coupled,0.7747671008110046
coupled,0.805996835231781
coupled,0.6773692965507507
coupled,0.6521883010864258
coupled,0.6909619569778442
coupled,0.7916280031204224
coupled,0.7425920963287354
coupled,0.6698894500732422
coupled,0.7258837223052979
coupled,0.8048093318939209
coupled,0.6702025532722473
coupled,0.7333360314369202
coupled,0.7037996649742126
coupled,0.8032457828521729
coupled,0.7210841178894043
coupled,0.7212520837783813
coupled,0.6837252378463745
coupled,0.7399142980575562
coupled,0.6400274038314819
coupled,0.6866133213043213
coupled,0.7045158743858337
coupled,0.6497607827186584
coupled,0.6965014934539795
coupled,0.7275281548500061
coupled,0.7536798715591431
coupled,0.6734654307365417
coupled,0.7271862030029297
coupled,0.7195068597793579
coupled,0.6902196407318115
coupled,0.6773457527160645
coupled,0.7232069969177246
coupled,0.7381728887557983
coupled,0.7033780217170715
coupled,0.732250988483429
coupled,0.6933426260948181
coupled,0.7459999918937683
coupled,0.6721807718276978
coupled,0.7484771013259888
coupled,0.7062411904335022
coupled,0.7326394319534302
coupled,0.6948782801628113
coupled,0.6314387321472168
coupled,0.7541518807411194
coupled,0.7674672603607178
coupled,0.7224798202514648
coupled,0.6932836771011353
coupled,0.7702274322509766
coupled,0.7592723369598389
coupled,0.7251418232917786
coupled,0.763952374458313
coupled,0.6772738695144653
coupled,0.6781110763549805
coupled,0.726021409034729
coupled,0.72567218542099
coupled,0.7070239782333374
coupled,0.6908236742019653
coupled,0.719673216342926
coupled,0.7413198351860046
coupled,0.7458477020263672
coupled,0.7529828548431396
coupled,0.7790822982788086
coupled,0.7274876236915588
coupled,0.7114192843437195
coupled,0.7013161778450012
coupled,0.6211864948272705
coupled,0.6002089381217957
coupled,0.6899927854537964
coupled,0.7202800512313843
coupled,0.6762974262237549
coupled,0.745840311050415
coupled,0.6935790181159973
coupled,0.742478609085083
coupled,0.6492018103599548
